76	SMM4H2022YXZ49oLBgTYDH3id	ADE	0	133	@USER_____ glad that worked. humira made me sick, remicade stopped working, nothing works. cimzia on now, but not working well either	10003118
77	SMM4H20224bnAO1DJSAuUaBII	ADE	27	32	burns	10008422
78	SMM4H2022NwDNXPtXc3NXXPJ5	ADE	56	65	heartburn	10013946
79	SMM4H2022dvsUR2bwXApHtglg	ADE	70	79	dry mouth	10013774
80	SMM4H2022hwYiqypodp6XSH5J	ADE	43	56	put weight on	10000159
81	SMM4H2022ohmwlhDKB1XPn3mb	ADE	54	72	feeling like death	10000060
82	SMM4H2022RuygMyKZzTq5oysz	ADE	54	83	those 10 seconds seem to last	10006803
83	SMM4H2022KeZp4Pjlcg4JQV2O	ADE	86	95	nauseated	10070415
84	SMM4H2022ezKl1nxWE1U4SNaf	ADE	47	54	to kill	10080091
85	SMM4H20221CVwzj1j0WeskXde	ADE	115	124	brainzaps	10021430
86	SMM4H2022zSuCKIlROHf8vTG3	ADE	33	37	hurt	10065038
87	SMM4H2022mhJj5NUjeBKWkBJ8	ADE	54	69	strain on heart	10050031
88	SMM4H2022qiiqkaI6VJxOEi2K	ADE	0	291	@USER________ sure if it was bipolarity or adhd but since adderall didnt make me speedy its adhd? honestly not being able to afford help and having people constantly deny your shit is so hard. like i have virtually no memory now. my processing has vastly slowed in the past 5 years. and tbh-	10063935
89	SMM4H2022JZd17jELhsVD4SKq	ADE	86	130	hyperactive will have clean house but broken	10037211
90	SMM4H20227JaniNIsANkMQBGJ	ADE	24	28	rash	10012434
91	SMM4H2022GBvy78Ec2OXh6sUt	ADE	116	121	dizzy	10050100
92	SMM4H20227ap5BZLQtoUdm0qf	ADE	72	81	withdraws	10050638
93	SMM4H2022uTOKHhbxb7qlevTE	ADE	84	94	withdrawal	10061621
94	SMM4H2022mQ3wmI2VPLBf9LpE	ADE	120	126	sleepy	10011091
95	SMM4H2022bcNYvaX3w7tInnF7	ADE	53	61	flushing	10016825
96	SMM4H2022DDyX4W3SI0KBi57y	ADE	50	62	lunesta haze	10011035
97	SMM4H2022bddowmkPqtnvgW3g	ADE	92	99	fatigue	10036316
98	SMM4H20226zrjwtiY4okFe88Y	ADE	19	34	numb and tingly	10058879
99	SMM4H2022aYA1QemNs8EMknTw	ADE	29	70	feel great that day but always feel awful	10000173
100	SMM4H20226SatwJAHTXzvXryv	ADE	59	110	drunk when i take them that i m literally stumbling	10016330
101	SMM4H2022anaYOUHpyPWgM2zE	ADE	70	82	light headed	10024459
102	SMM4H2022dfdLQK3s5VdASY4S	ADE	31	78	with pots but i do have orthostatic hypotension	10031127
103	SMM4H2022FfrCqLkHhz29y0n9	ADE	195	200	80lbs	10068961
104	SMM4H2022Ys8iyvTW03X9uOpd	ADE	13	19	sleepy	10034018
105	SMM4H2022yhVJje5ZqXpGHdnd	ADE	85	93	nauseous	10022699
106	SMM4H2022p1NMdGuIEtPGHljb	ADE	56	106	cravings until you can t fit into your dress pants	10039906
107	SMM4H2022WbD4cvc5vXfoBiIU	ADE	57	68	weight gain	10000159
108	SMM4H2022kHiqC9Qq6YyUCJz7	ADE	37	45	sweating	10042652
109	SMM4H20228YktPocQCzUCNBaN	ADE	51	123	gobs up in my throat and i gag like the cat trying to hack up a hairball	10068319
110	SMM4H2022KmPIlrNduwWRhFfU	ADE	77	84	fatigue	10036316
111	SMM4H2022g6xgkC03OBnuxNU5	ADE	10	21	memory loss	10033848
112	SMM4H2022PiORX5tBVmxafsRJ	ADE	92	127	hurt so much amp my mouth goes numb	10057371
113	SMM4H2022ppcGuAW2q2L9bEzB	ADE	163	180	gaining 45 pounds	10051919
114	SMM4H2022srQFafj2M8fgkE8v	ADE	57	68	withdrawing	10004272
115	SMM4H2022ZSroEySOz8UFgBxM	ADE	115	121	drowsy	10058461
116	SMM4H2022GrcRSzb1lDS60cQ5	ADE	33	38	slump	10058298
117	SMM4H2022gwVwACG7rn9ll2r6	ADE	37	49	lucid dreams	10000125
118	SMM4H2022uibXDfMAgvvvZCzD	ADE	79	87	hangover	10001623
119	SMM4H2022xTSHtU0lSDcWelUZ	ADE	8	14	cramps	10000081
120	SMM4H20226TwXcyM0ocQOXK7k	ADE	63	81	stomach is on fire	10000087
121	SMM4H2022pZ7icVqWgeGL6oAv	ADE	96	119	body stopped responding	10022945
122	SMM4H2022Sd33fNxblXqCnPW3	ADE	45	53	headache	10043269
123	SMM4H2022f8czMtMQJ7spnz2I	ADE	99	113	eyes and mouth	10005169
124	SMM4H2022jhdJ1scYhRAUCwXe	ADE	69	97	wake up throughout the night	10078086
125	SMM4H2022yWTizjUQRRSVfwfx	ADE	44	59	jitterysteroids	10061641
126	SMM4H2022IXfIMU4qLe1jBSx1	ADE	1	117	user 8 months of no treatment went back to my original rheumy and she s trying to get me back on remi i was allergic	10061111
127	SMM4H2022tM7xixaTiGtdPgM0	ADE	36	45	not sleep	10061613
128	SMM4H20221tdxAkOnKgV74fDR	ADE	60	108	shaky and i m taking lunesta but i keep sleeping	10022437
129	SMM4H2022Zu71RaiceVYelkRX	ADE	42	53	weight gain	10000159
130	SMM4H2022zbqq6Caq8sycext3	ADE	12	29	not been sleeping	10022437
131	SMM4H2022bVATRwZ3ymzHsZfx	ADE	103	107	sick	10015549
132	SMM4H2022iBI6ZiGPrlGoTnmi	ADE	52	61	addiction	10012335
133	SMM4H2022AmJ3vlSKlglNoRby	ADE	18	29	withdrawals	10055122
134	SMM4H2022kTAEfoI5e0X5KVV9	ADE	0	12	constipation	10010774
135	SMM4H2022ipzOmCaYdin8N6UV	ADE	29	32	nap	10080365
136	SMM4H2022luVGNLriRHt3SjjQ	ADE	31	36	crazy	10026883
137	SMM4H2022xcBRWRomlUr6vTQ6	ADE	25	39	shrink an inch	10016905
138	SMM4H2022JIDWkBwKVLhyH0bj	ADE	105	114	tolerance	10018429
139	SMM4H2022PQyQvLLBtnADZyEm	ADE	43	51	sweating	10042652
140	SMM4H20222qQfcDHQPVLU62Oc	ADE	25	75	ache much but i do at times with the rebif i ached	10003988
141	SMM4H2022XlHHCXxB05cwTDkh	ADE	59	63	coma	10019744
142	SMM4H2022tyFBAZMyfe7mpOki	ADE	4	12	allergic	10061557
143	SMM4H2022RZHYRd0PYRPxnaeA	ADE	6	11	tired	10003552
144	SMM4H2022RLWOmUM15IZAYqcK	ADE	16	26	joint pain	10024453
145	SMM4H20228u4rDDtUW75HPlGz	ADE	43	54	glassy eyed	10070831
146	SMM4H2022XPeP8rMssSQRBGpM	ADE	31	42	lose weight	10049084
147	SMM4H20228IbyEkgqki7lku98	ADE	59	65	sicker	10075578
148	SMM4H2022kQIN1iSIsrvD865H	ADE	98	116	opiate withdrawels	10070863
149	SMM4H2022kvXIVrlQ56rPcc61	ADE	90	113	weird taste in my mouth	10013911
150	SMM4H2022wdtwKtzOdZT8E4mC	ADE	50	65	not want to eat	10061148
151	SMM4H2022Oi7joqB51lAPYSAn	ADE	4	158	answer is very simple helping vets doesn t give him a boner like military hardware parades and campaign style rallies do it s that damned viagra tolerance	10033081
152	SMM4H2022QkM3SaWszeGwVZpn	ADE	62	78	almost killed me	10012711
153	SMM4H2022NWydEIMKkNub4BPC	ADE	54	65	muscle pain	10010550
154	SMM4H2022y75JIxjHTjwvM8OA	ADE	77	83	drowsy	10035735
155	SMM4H2022ubH3jzS4yIDeoc02	ADE	89	115	soar and hands all jittery	10033425
156	SMM4H2022Er0WoCGXDmsFfQo6	ADE	26	36	feel worse	10000173
157	SMM4H2022IqLsfekU1FxBtnUR	ADE	103	115	nerve damage	10000111
158	SMM4H2022oPqCsDfFOU8G3746	ADE	73	83	dehydrated	10028976
159	SMM4H2022mkTR9s6jpUsqHWgE	ADE	50	73	slept for like 36 hours	10003239
160	SMM4H2022EhfELJR0X81kH4FH	ADE	55	66	hallucinate	10066751
161	SMM4H2022yChZaK2K3PXyl0Jn	ADE	45	51	cramps	10000081
162	SMM4H2022tsKlGgk2mXvV5xhN	ADE	17	27	mouth numb	10057371
163	SMM4H2022gGM4SzXEJDoldcfw	ADE	20	24	puke	10059499
164	SMM4H20221RdFHOACkPvAa3Nn	ADE	115	120	drunk	10016330
165	SMM4H2022vHCP4OpOBNkatLSz	ADE	36	45	addiction	10012335
166	SMM4H2022gcXI4haRY18rhOAI	ADE	61	69	migranes	10020392
167	SMM4H2022QGeRuEPAmBXDNQef	ADE	55	65	depression	10001496
168	SMM4H2022q04olNFJF0kDSR1D	ADE	98	121	lost some effectiveness	10061428
169	SMM4H2022Gblw5LVeqysjxwt2	ADE	15	58	soon sir levaquin did a number on my joints	10051608
170	SMM4H20221z5OlKi8lFubkaDP	ADE	41	92	my mouth feel like it was attacked with a hairdryer	10057371
171	SMM4H20221kKggeuAeMhF4nDZ	ADE	18	33	stopped working	10003118
172	SMM4H20228D5qOnwKmI5UmRxd	ADE	8	28	why am i more wheezy	10061778
173	SMM4H2022UULpisgEiV4eMkCQ	ADE	91	105	gaining weight	10000159
174	SMM4H20229t5c0BP8QYycENf9	ADE	36	62	skin reactions are painful	10042343
175	SMM4H2022E9rFf983tbuPZ1Hm	ADE	66	86	slept for three days	10039117
176	SMM4H20221uaNciWKdo1ERyk2	ADE	0	107	i took too much inhaler during dancing and i got the shakes and started getting dizzy ugh ventolin overdose	10000381
177	SMM4H2022Go1jJNTyNW85XkNk	ADE	94	105	memory loss	10033848
178	SMM4H2022xKXz2JHjmuw6EyPl	ADE	57	93	itchy skin but i really need scratch	10037087
179	SMM4H2022VSnui3AQNYgMNCBr	ADE	99	124	weight gain and hair loss	10000159
180	SMM4H202289dgEuGhV6YgSJtz	ADE	102	107	loopy	10033079
181	SMM4H2022VO9iOAC7gAy9gWAJ	ADE	12	66	havent slept for 26 hours im on adderall i cant scream	10036590
182	SMM4H2022UJirJsxFxPO26tbf	ADE	103	109	drowsy	10015907
183	SMM4H2022LVWQvvDEQT73IBPo	ADE	101	106	shock	10002199
184	SMM4H2022AolNYf51ABMxZCaY	ADE	0	140	i was having ; itchy feeling all over ,skin felt like it was crawling, muscle twitches, this always lasted over 2 hours after taking saphris	10075639
185	SMM4H2022MoSbH2oQWD4Rc373	ADE	101	115	dizzy rsdprobs	10002415
186	SMM4H2022k2Iy6n1SsxoqkYyS	ADE	52	91	shortness of breath and lung congestion	10013968
187	SMM4H20228WPTFoiD7UtEhnf2	ADE	74	88	hair falls off	10019044
188	SMM4H2022Fdzln4skQpezQnmg	ADE	0	12	brain damage	10012218
189	SMM4H2022ArD16QxQQWdiNAAQ	ADE	74	87	panic attacks	10033666
190	SMM4H2022F1dIUlxie40uvEPX	ADE	128	140	limb control	10024503
191	SMM4H2022l2BwGazSxoKknfHF	ADE	41	58	allergic reaction	10061557
192	SMM4H2022ckYX5qWt4tNJxAI0	ADE	9	31	suck out all my energy	10003549
193	SMM4H2022pmifSrR6bdl1GCog	ADE	48	76	horny but when i gain weight	10000188
194	SMM4H20227G82aNTWPIUVnqSw	ADE	77	82	awful	10016322
195	SMM4H2022oTXCYQq870jGy7HW	ADE	61	71	nightmares	10039495
196	SMM4H2022jT1QyiJ7eyplJije	ADE	74	128	sicker for longer i almost took imodium before i puked	10076309
197	SMM4H2022BdiPkLdLbsg6ZGtN	ADE	45	51	sleepy	10058839
198	SMM4H2022gaI3qFCfoMQwzyz2	ADE	35	115	heart palpitations to the point where i think i m about to have a cardiac arrest	10003674
199	SMM4H2022vfzSF69Ufs69Vvnf	ADE	113	123	depression	10001496
200	SMM4H2022UHXElqXANlAdEDOQ	ADE	14	29	brain s mushier	10012218
201	SMM4H20226NI80kNqQctG9lG6	ADE	113	126	violently ill	10008196
202	SMM4H2022mo5ijmxlyBrhqYKb	ADE	10	30	lovey dovey huggable	10045452
203	SMM4H2022LToUNrZ46zV9MVeX	ADE	90	105	bawling my eyes	10005169
204	SMM4H2022gyUp8AX5owVfxy8K	ADE	66	74	insomnia	10022035
205	SMM4H2022NiB6dmJTTP2sQG5n	ADE	37	72	chest feel like there s a tightness	10064780
206	SMM4H2022RKz8OdiGiScoIAtx	ADE	89	98	migraines	10076515
207	SMM4H2022sDCatVYKeZKhupNz	ADE	73	86	brain is mush	10012218
208	SMM4H2022fDEhRv0yhzATCs6L	ADE	77	103	emotionally unstable bitch	10014551
209	SMM4H2022IJjAKhS0Yx9F0zVS	ADE	45	109	infectious colitis the flagyl and levaquin have knocked me on my	10060968
210	SMM4H2022VtvHSa1Wppa9HrX9	ADE	30	59	heartburn amp lower back pain	10013946
211	SMM4H2022J3AZCplpotSJZgRz	ADE	97	106	reactions	10070863
212	SMM4H2022sJREVhSwiC5jmdl9	ADE	37	82	levels and armour thyroid makes my heart beat	10005424
213	SMM4H2022AXOkc9y62FvwcN36	ADE	7	18	palpitating	10034721
214	SMM4H2022KaL1Olsm3LuJc6KF	ADE	0	139	@USER________ lexapro made me lethargic but also affected my sleep (insomnia) and had a few other issues. taking pristiq now, works for me.	10035132
215	SMM4H20224SFxl4XmzZjgf68a	ADE	93	120	hurting my joints less pain	10003239
216	SMM4H2022OI5BGtrSMunpTyNS	ADE	70	74	slpy	10077321
217	SMM4H20222K3DPM0aLnXPEVZ1	ADE	24	28	legs	10033425
218	SMM4H2022XW2RGpXjy5mEMUkA	ADE	29	69	dream ever note to self don t take a nap	10022524
219	SMM4H2022fnDW5hU78OXp4muV	ADE	6	21	cravings to eat	10061148
220	SMM4H2022DeF4AvYJmtS1fy52	ADE	109	121	light headed	10024459
221	SMM4H2022KAs5aHy2FIgcJ60x	ADE	62	80	tardive dyskonesia	10043118
222	SMM4H2022FlKPe80F8nSQlWdc	ADE	65	76	weight gain	10000159
223	SMM4H2022daMvA0ZUfzkewBn7	ADE	63	104	with the synthroid i only have wtf dreams	10000125
224	SMM4H2022bNl81yfiZGbURAoc	ADE	90	95	bleed	10017955
225	SMM4H2022NPC59074iK43bWp0	ADE	134	138	sick	10015549
226	SMM4H2022ukrsbM10Z1EjLfJ3	ADE	21	37	cum like 6 times	10003239
227	SMM4H2022CHHbkdACiKYSNNw1	ADE	29	42	hurt my tummy	10061043
228	SMM4H2022QLMxran0Xjof2JZO	ADE	76	103	takes away all his strength	10016256
229	SMM4H2022R61oBnQ4gNAAzsmq	ADE	91	99	headache	10043269
230	SMM4H2022xXvqG1F0XtHP3URh	ADE	33	44	taste gross	10013911
231	SMM4H2022YiRQmx4daIGqZgO7	ADE	34	42	allergic	10061557
232	SMM4H2022PRP7lfEHcuscFFxO	ADE	64	107	string many words together in an incoherent	10041466
233	SMM4H20227G8Da9tWPXr9dMfR	ADE	74	80	hunger	10013968
234	SMM4H2022qxebBBlFRgzdtKx0	ADE	104	108	puke	10043966
235	SMM4H2022ETMeBk8tPdjsAqtV	ADE	31	38	anxiety	10001296
236	SMM4H2022CTD2Ia7BSWE5jn18	ADE	50	71	mouth taste like iron	10057371
237	SMM4H2022ifPjZZ8LVkWCkdq9	ADE	42	91	passing out in public and losing chunks of my day	10061630
238	SMM4H2022GSUeiqFRBo41B3gp	ADE	40	126	ravenous ate everything in sight 6 months on but not anymore i am also type 1 diabetic	10047571
239	SMM4H20227V3LfrhRdgZlGrKt	ADE	26	34	throw up	10074419
240	SMM4H2022SpfXdnSFQxSuNkIx	ADE	17	22	tummy	10047184
241	SMM4H2022gxWWaSQsanlTU3eI	ADE	56	69	gained 20 lbs	10000013
242	SMM4H2022UF4NRsGhIG1GzjKu	ADE	10	33	dreams had me screaming	10000125
243	SMM4H2022zLqAcGUsMmBymCxH	ADE	18	24	clumsy	10010151
244	SMM4H2022ioFCIUgQEBNa8JtU	ADE	39	56	allergic reaction	10061557
245	SMM4H2022qUEKRWBBMQ2Gy5Fn	ADE	25	51	bonkers but i found strong	10013453
246	SMM4H2022wegGB045mgmp6Tug	ADE	58	66	reaction	10000206
247	SMM4H2022XflXhC63z2E2mKNi	ADE	109	115	double	10004111
248	SMM4H2022WT3bU9MKkoClFfkX	ADE	116	126	killed mom	10000221
249	SMM4H20222f3FwzTHHfsGfbOO	ADE	35	46	tummy hurts	10004860
250	SMM4H2022vmt3fU6gz0GyF1ja	ADE	67	78	after taste	10013911
251	SMM4H2022125ILQANB6bxLPog	ADE	68	92	18 trying to lose weight	10053884
252	SMM4H2022fJI7rtVBPcpyFylf	ADE	55	63	floating	10016322
253	SMM4H2022xyb469Mjg6u0CpmR	ADE	24	89	developed lymphoma from humira amp celebrex caused heart problems	10001413
254	SMM4H2022M9OB8CYZV2aZibMM	ADE	26	31	hives	10002424
255	SMM4H2022FZazocsP99U5XP86	ADE	43	56	losing weight	10061630
256	SMM4H2022WKstABeTiwaILawl	ADE	155	163	allergic	10061557
257	SMM4H2022K2VHvWiDIIRXGVxB	ADE	52	62	drowsiness	10037867
258	SMM4H2022GwUt4fOerWqoIjHk	ADE	15	26	withdrawals	10061261
259	SMM4H20222HkaIafOOJk36AnE	ADE	20	28	immunity	10010099
260	SMM4H2022Lyq4XSHRY5hATjgt	ADE	33	36	fat	10003035
261	SMM4H2022YWWviU9Da7JdwCH5	ADE	35	40	itchy	10037087
262	SMM4H2022S1EzuAXlipTd6T3a	ADE	48	60	racing heart	10033557
263	SMM4H20223AW2a8evFexoZhez	ADE	45	50	nervy	10028163
264	SMM4H2022waDmnXKBXKFoGmwB	ADE	63	118	withdrawing from pristiq must be like coming off heroin	10003239
265	SMM4H2022hhujjeBthPvT0uNv	ADE	40	53	gastro issues	10019099
266	SMM4H2022Rd7LN7QhE48TK0AX	ADE	41	84	shattered this time can t keep my eyes open	10000630
267	SMM4H20229j9yozkV1flM9yaM	ADE	73	81	munchies	10067663
268	SMM4H2022YCllKbyR4dPinxL8	ADE	46	110	diarrhea so she could take me outbid school but now i can t poop	10012735
269	SMM4H2022P6mObGAMjteLbGOA	ADE	50	73	knocked me out too much	10015995
270	SMM4H2022fi32nYF7RrLYGKmR	ADE	49	59	withdrawal	10061621
271	SMM4H2022LycgwsCH5f7q9i2T	ADE	25	38	pounds fatter	10051682
272	SMM4H2022Nkeda18maENx0hlM	ADE	94	100	burned	10049267
273	SMM4H2022876OPSO0QM40YL9R	ADE	52	60	reaction	10000206
274	SMM4H2022GJd4jCxHzzrSiQUx	ADE	88	95	thyroid	10066474
275	SMM4H202203cJg79OB3rrMQOc	ADE	126	132	sleepy	10038935
276	SMM4H2022o2852HmqLRs5m0ZE	ADE	53	110	swings while i was on it im on vimpat now and dehydration	10027951
277	SMM4H2022n2rMaFxZI8TrwMpu	ADE	17	88	pain back if i forget to change fentanyl patch buprenorphine withdrawal	10000081
278	SMM4H2022xYvq4eNy0iLteHQZ	ADE	42	60	lost a ton of hair	10061428
279	SMM4H2022Z0iePe9dp0brb5Gy	ADE	75	84	migraines	10008267
280	SMM4H2022V3C5AbjqIjKZgLHZ	ADE	32	38	weight	10000159
281	SMM4H2022Je7ld0UqkEmWWMEX	ADE	0	51	floating on them xanax swear to god it got me dizzy	10016322
282	SMM4H2022eyYDZWoNECVWTXfA	ADE	50	106	sex drive was non existent lol and my appetite was weird	10058084
283	SMM4H2022euB2kQVGtT5MUWev	ADE	43	66	undesirable sexual side	10058084
284	SMM4H2022wWqnQtrWVqmhqMi7	ADE	46	59	temperamental	10058506
285	SMM4H20225juiTyCOrCNyv3oQ	ADE	0	125	this increase in pregabalin (on fri) is making me so tired and a wee bit dizzy but anxiety is calmer when i feel like this :s	10001551
286	SMM4H20226Lq6s0pBGPTV55Rp	ADE	41	72	reaction to enbrel and it burns	10000206
287	SMM4H2022vDeE21lfrTNbo0w4	ADE	11	19	spasming	10079738
288	SMM4H2022UaKA7Zr5Z9gY2KEE	ADE	43	49	stupid	10041569
289	SMM4H2022uaz9y728c6Vo6AWB	ADE	15	27	fat and lazy	10003035
290	SMM4H2022Z6I3myFGooKa5sWO	ADE	75	101	asleep and want to stay in	10022035
291	SMM4H20229DSP3d4PM3foCHKw	ADE	88	94	puking	10021718
292	SMM4H2022VCsLBLVpGs14Q1MJ	ADE	79	103	tender amp red psoriasis	10024712
293	SMM4H2022jjGepSQaouE1SoMc	ADE	47	95	exhausted after their dose and need to sleep for	10064355
294	SMM4H2022tx6sHjcY7ev5VuuX	ADE	83	94	can t sleep	10061613
295	SMM4H2022fGoReTHv5dz7Z36Z	ADE	32	36	blue	10010057
296	SMM4H2022kMIuktognYwgGfY0	ADE	40	44	fast	10070407
297	SMM4H2022qJ7zTeZhjyy0TL5U	ADE	9	99	stomach probs for me thank goodness before this i was on viibryd amp my stomach was a mess	10000087
298	SMM4H2022PuGRzFVdtxZC1wg2	ADE	52	60	diarrhea	10012735
299	SMM4H2022mbTqpvtKWHKSayV2	ADE	28	38	leg cramps	10064990
300	SMM4H2022lpTWTNTrr9MKHTbE	ADE	29	39	it happens	10033371
